2556 strings generated
Maximum sample length: 23
Maximum input length: 25
Starting CFGTask Experiment
Model Type: VanillaController
Network Type: LinearSimpleStructNetwork
Struct Type: Stack
Learning Rate: 0.01
Batch Size: 10
Read Size: 2

-- Epoch 0 of 99 --

Batch 9: Loss = 5.3791, Accuracy = 44.0%
Batch 79: Loss = 2.7644, Accuracy = 50.0%
Epoch 3 Test: Loss = 2.8463, Accuracy = 44.4%

-- Epoch 4 of 99 --

Batch 9: Loss = 3.3222, Accuracy = 40.5%
Batch 19: Loss = 3.4535, Accuracy = 41.7%
Batch 29: Loss = 2.9083, Accuracy = 42.4%
Batch 39: Loss = 3.1571, Accuracy = 60.0%
Batch 49: Loss = 3.1054, Accuracy = 43.2%
Batch 59: Loss = 2.7397, Accuracy = 44.1%
Batch 69: Loss = 2.9956, Accuracy = 48.6%
Batch 79: Loss = 3.1784, Accuracy = 44.1%
Epoch 4 Test: Loss = 2.8023, Accuracy = 50.5%

-- Epoch 5 of 99 --

Batch 9: Loss = 3.1712, Accuracy = 53.8%
Batch 19: Loss = 2.4939, Accuracy = 50.0%
Batch 29: Loss = 2.2608, Accuracy = 58.6%
Batch 39: Loss = 2.9529, Accuracy = 39.4%
Batch 49: Loss = 2.6934, Accuracy = 35.3%
Batch 59: Loss = 2.8430, Accuracy = 43.8%
Batch 69: Loss = 3.7315, Accuracy = 35.3%
Batch 79: Loss = 3.7069, Accuracy = 56.1%
Epoch 5 Test: Loss = 2.7375, Accuracy = 50.5%

-- Epoch 6 of 99 --

Batch 9: Loss = 3.2289, Accuracy = 58.8%
Batch 19: Loss = 2.7374, Accuracy = 45.7%
Batch 29: Loss = 2.5410, Accuracy = 34.5%
Batch 39: Loss = 3.0905, Accuracy = 51.4%
Batch 49: Loss = 2.4045, Accuracy = 51.5%
Batch 59: Loss = 3.7253, Accuracy = 55.6%
Batch 69: Loss = 2.2753, Accuracy = 44.8%
Batch 79: Loss = 3.2796, Accuracy = 41.7%
Epoch 6 Test: Loss = 2.6913, Accuracy = 44.1%

-- Epoch 7 of 99 --

Batch 9: Loss = 2.8594, Accuracy = 34.3%
Batch 19: Loss = 2.2651, Accuracy = 35.7%
Batch 29: Loss = 2.5319, Accuracy = 38.7%
Batch 39: Loss = 2.7973, Accuracy = 38.7%
Batch 49: Loss = 3.4342, Accuracy = 47.4%
Batch 59: Loss = 2.2853, Accuracy = 62.1%
Batch 69: Loss = 2.4260, Accuracy = 34.5%
Batch 79: Loss = 2.6947, Accuracy = 45.5%
Epoch 7 Test: Loss = 2.6619, Accuracy = 49.5%

-- Epoch 8 of 99 --

Batch 9: Loss = 2.7026, Accuracy = 50.0%
Batch 19: Loss = 3.1737, Accuracy = 38.2%
Batch 29: Loss = 3.1032, Accuracy = 47.1%
Batch 39: Loss = 2.5552, Accuracy = 51.7%
Batch 49: Loss = 3.0244, Accuracy = 54.1%
Batch 59: Loss = 3.0103, Accuracy = 40.5%
Batch 69: Loss = 2.3817, Accuracy = 64.5%
Batch 79: Loss = 2.7697, Accuracy = 51.5%
Epoch 8 Test: Loss = 2.6912, Accuracy = 50.2%

-- Epoch 9 of 99 --

Batch 9: Loss = 3.2426, Accuracy = 45.7%
Batch 19: Loss = 2.8307, Accuracy = 60.6%
Batch 29: Loss = 3.3330, Accuracy = 41.5%
Batch 39: Loss = 2.9916, Accuracy = 29.4%
Batch 49: Loss = 2.5459, Accuracy = 41.9%
Batch 59: Loss = 2.8962, Accuracy = 51.5%
Batch 69: Loss = 2.5920, Accuracy = 51.7%
Batch 79: Loss = 3.0348, Accuracy = 40.0%
Epoch 9 Test: Loss = 2.6480, Accuracy = 46.2%
2556 strings generated
Maximum sample length: 23
Maximum input length: 25
Starting CFGTask Experiment
Model Type: VanillaController
Network Type: LinearSimpleStructNetwork
Struct Type: Stack
Learning Rate: 0.01
Batch Size: 10
Read Size: 2

-- Epoch 0 of 99 --

Batch 9: Loss = 7.1856, Accuracy = 34.3%
Batch 19: Loss = 5.7825, Accuracy = 36.7%
Batch 29: Loss = 5.8913, Accuracy = 52.9%
Batch 39: Loss = 5.1113, Accuracy = 38.2%
Batch 49: Loss = 4.8892, Accuracy = 47.1%
Batch 59: Loss = 5.1168, Accuracy = 57.1%
Batch 69: Loss = 4.5270, Accuracy = 31.4%
Batch 79: Loss = 4.3517, Accuracy = 42.9%
Epoch 0 Test: Loss = 4.4305, Accuracy = 43.3%

-- Epoch 1 of 99 --

Batch 9: Loss = 3.8998, Accuracy = 38.7%
Batch 19: Loss = 3.2415, Accuracy = 37.9%
Batch 29: Loss = 3.5457, Accuracy = 47.1%
Batch 39: Loss = 3.3721, Accuracy = 43.8%
Batch 49: Loss = 3.5947, Accuracy = 31.2%
Batch 59: Loss = 3.2079, Accuracy = 54.8%
Batch 69: Loss = 3.0193, Accuracy = 41.9%
Batch 79: Loss = 3.0144, Accuracy = 43.8%
Epoch 1 Test: Loss = 3.5456, Accuracy = 42.4%

-- Epoch 2 of 99 --

Batch 9: Loss = 3.1055, Accuracy = 40.6%
Batch 19: Loss = 2.5409, Accuracy = 35.7%
Batch 29: Loss = 2.9654, Accuracy = 34.3%
Batch 39: Loss = 2.6273, Accuracy = 37.5%
Batch 49: Loss = 3.5568, Accuracy = 33.3%
Batch 59: Loss = 3.4896, Accuracy = 48.7%
Batch 69: Loss = 2.7953, Accuracy = 47.1%
Batch 79: Loss = 3.3924, Accuracy = 41.2%
Epoch 2 Test: Loss = 3.2065, Accuracy = 41.3%

-- Epoch 3 of 99 --

Batch 9: Loss = 3.3087, Accuracy = 24.2%
Batch 19: Loss = 2.8390, Accuracy = 45.5%
Batch 29: Loss = 2.2766, Accuracy = 37.0%
Batch 39: Loss = 3.0976, Accuracy = 39.4%
Batch 49: Loss = 2.9587, Accuracy = 55.2%
Batch 59: Loss = 2.5972, Accuracy = 40.6%
Batch 69: Loss = 2.8256, Accuracy = 41.2%
Batch 79: Loss = 2.8180, Accuracy = 25.8%
Epoch 3 Test: Loss = 3.0443, Accuracy = 40.2%

-- Epoch 4 of 99 --

Batch 9: Loss = 2.2135, Accuracy = 41.9%
Batch 19: Loss = 2.3039, Accuracy = 53.6%
Batch 29: Loss = 2.1999, Accuracy = 58.6%
Batch 39: Loss = 2.9178, Accuracy = 37.1%
Batch 49: Loss = 2.5480, Accuracy = 26.7%
Batch 59: Loss = 2.8164, Accuracy = 38.7%
Batch 69: Loss = 2.4247, Accuracy = 42.9%
Batch 79: Loss = 3.6031, Accuracy = 27.0%
Epoch 4 Test: Loss = 2.9896, Accuracy = 42.1%

-- Epoch 5 of 99 --

Batch 9: Loss = 2.0472, Accuracy = 51.7%
Batch 19: Loss = 2.3633, Accuracy = 59.4%
Batch 29: Loss = 2.8242, Accuracy = 47.1%
Batch 39: Loss = 2.7152, Accuracy = 45.5%
Batch 49: Loss = 2.6429, Accuracy = 34.4%
Batch 59: Loss = 2.6723, Accuracy = 40.0%
Batch 69: Loss = 2.6199, Accuracy = 40.0%
Batch 79: Loss = 2.8771, Accuracy = 47.4%
Epoch 5 Test: Loss = 2.9162, Accuracy = 41.3%
2556 strings generated
Maximum sample length: 23
Maximum input length: 25
Starting CFGTask Experiment
Model Type: VanillaController
Network Type: LinearSimpleStructNetwork
Struct Type: Stack
Learning Rate: 0.01
Batch Size: 10
Read Size: 2

-- Epoch 0 of 99 --

Batch 9: Loss = 7.1174, Accuracy = 9.4%
Batch 19: Loss = 6.9229, Accuracy = 31.4%
Batch 29: Loss = 5.5693, Accuracy = 50.0%
Batch 39: Loss = 5.3012, Accuracy = 45.2%
Batch 49: Loss = 5.8234, Accuracy = 55.6%
Batch 59: Loss = 4.1591, Accuracy = 58.6%
Batch 69: Loss = 5.1130, Accuracy = 64.7%
Batch 79: Loss = 5.2180, Accuracy = 42.9%
Epoch 0 Test: Loss = 4.4639, Accuracy = 54.9%

-- Epoch 1 of 99 --

Batch 9: Loss = 4.6830, Accuracy = 48.6%
Batch 19: Loss = 3.4283, Accuracy = 34.5%
Batch 29: Loss = 3.6353, Accuracy = 48.4%
Batch 39: Loss = 4.0360, Accuracy = 33.3%
Batch 49: Loss = 4.0023, Accuracy = 44.1%
Batch 59: Loss = 4.2614, Accuracy = 32.4%
Batch 69: Loss = 3.8672, Accuracy = 40.5%
Batch 79: Loss = 3.3824, Accuracy = 47.1%
Epoch 1 Test: Loss = 3.5163, Accuracy = 40.9%

-- Epoch 2 of 99 --

Batch 9: Loss = 3.1947, Accuracy = 36.7%
Batch 19: Loss = 3.4453, Accuracy = 28.6%
Batch 29: Loss = 3.1289, Accuracy = 38.2%
Batch 39: Loss = 3.4331, Accuracy = 35.3%
Batch 49: Loss = 2.4557, Accuracy = 26.9%
Batch 59: Loss = 3.5798, Accuracy = 27.3%
Batch 69: Loss = 2.9948, Accuracy = 53.1%
Batch 79: Loss = 3.1951, Accuracy = 25.0%
Epoch 2 Test: Loss = 3.1855, Accuracy = 40.9%

-- Epoch 3 of 99 --

Batch 9: Loss = 2.6541, Accuracy = 45.2%
Batch 19: Loss = 2.9362, Accuracy = 47.1%
Batch 29: Loss = 2.6900, Accuracy = 30.0%
Batch 39: Loss = 3.5289, Accuracy = 44.4%
Batch 49: Loss = 3.0797, Accuracy = 45.5%
Batch 59: Loss = 2.3949, Accuracy = 36.7%
Batch 69: Loss = 3.4324, Accuracy = 28.1%
Batch 79: Loss = 3.2619, Accuracy = 31.4%
Epoch 3 Test: Loss = 3.0554, Accuracy = 40.9%

-- Epoch 4 of 99 --

Batch 9: Loss = 2.7142, Accuracy = 35.5%
Batch 19: Loss = 3.1946, Accuracy = 42.4%
Batch 29: Loss = 2.9488, Accuracy = 45.7%
Batch 39: Loss = 3.4380, Accuracy = 33.3%
Batch 49: Loss = 2.4203, Accuracy = 48.4%
Batch 59: Loss = 3.2649, Accuracy = 45.9%
Batch 69: Loss = 2.6256, Accuracy = 58.1%
Batch 79: Loss = 2.1584, Accuracy = 28.0%
Epoch 4 Test: Loss = 2.9925, Accuracy = 42.1%

-- Epoch 5 of 99 --

Batch 9: Loss = 2.9157, Accuracy = 41.2%
Batch 19: Loss = 2.6304, Accuracy = 46.4%
Batch 29: Loss = 2.3661, Accuracy = 32.1%
Batch 39: Loss = 2.4128, Accuracy = 37.9%
Batch 49: Loss = 2.3403, Accuracy = 46.7%
Batch 59: Loss = 3.1638, Accuracy = 45.9%
Batch 69: Loss = 2.2422, Accuracy = 36.0%
Batch 79: Loss = 3.1486, Accuracy = 50.0%
Epoch 5 Test: Loss = 2.9584, Accuracy = 39.4%
2556 strings generated
Maximum sample length: 23
Maximum input length: 25
Starting CFGTask Experiment
Model Type: VanillaController
Network Type: LinearSimpleStructNetwork
Struct Type: Stack
Learning Rate: 0.01
Batch Size: 10
Read Size: 2

-- Epoch 0 of 99 --

Batch 9: Loss = 7.5443, Accuracy = 0.0%
Batch 19: Loss = 6.4018, Accuracy = 12.5%
Batch 29: Loss = 5.4233, Accuracy = 51.6%
Batch 39: Loss = 6.0169, Accuracy = 41.2%
Batch 49: Loss = 5.0592, Accuracy = 66.7%
Batch 59: Loss = 4.7286, Accuracy = 40.5%
Batch 69: Loss = 4.2308, Accuracy = 38.7%
Batch 79: Loss = 4.8201, Accuracy = 41.7%
Epoch 0 Test: Loss = 4.2261, Accuracy = 42.9%

-- Epoch 1 of 99 --

Batch 9: Loss = 3.7612, Accuracy = 50.0%
Batch 19: Loss = 4.7585, Accuracy = 50.0%
Batch 29: Loss = 3.7763, Accuracy = 50.0%
Batch 39: Loss = 4.0967, Accuracy = 40.0%
Batch 49: Loss = 3.3652, Accuracy = 41.2%
Batch 59: Loss = 4.2911, Accuracy = 44.7%
Batch 69: Loss = 3.7395, Accuracy = 40.6%
Batch 79: Loss = 4.1685, Accuracy = 43.6%
Epoch 1 Test: Loss = 3.3112, Accuracy = 42.9%

-- Epoch 2 of 99 --

Batch 9: Loss = 3.7405, Accuracy = 25.7%
Batch 19: Loss = 4.0523, Accuracy = 43.2%
Batch 29: Loss = 3.4261, Accuracy = 52.9%
Batch 39: Loss = 3.8991, Accuracy = 45.0%
Batch 49: Loss = 3.0906, Accuracy = 58.3%
Batch 59: Loss = 3.4539, Accuracy = 22.9%
Batch 69: Loss = 3.3027, Accuracy = 45.7%
Batch 79: Loss = 3.8927, Accuracy = 39.0%
Epoch 2 Test: Loss = 2.9924, Accuracy = 42.9%

-- Epoch 3 of 99 --

Batch 9: Loss = 2.9731, Accuracy = 46.7%
Batch 19: Loss = 2.8246, Accuracy = 30.0%
Batch 29: Loss = 4.0823, Accuracy = 32.4%
Batch 39: Loss = 3.3898, Accuracy = 14.7%
Batch 49: Loss = 3.4573, Accuracy = 33.3%
Batch 59: Loss = 3.0750, Accuracy = 44.1%
Batch 69: Loss = 3.6340, Accuracy = 37.8%
Batch 79: Loss = 3.6341, Accuracy = 62.2%
Epoch 3 Test: Loss = 2.8699, Accuracy = 41.9%

-- Epoch 4 of 99 --

Batch 9: Loss = 2.3601, Accuracy = 53.6%
Batch 19: Loss = 2.2159, Accuracy = 37.0%
Batch 29: Loss = 3.3208, Accuracy = 38.2%
Batch 39: Loss = 3.0910, Accuracy = 38.7%
Batch 49: Loss = 2.6810, Accuracy = 43.8%
Batch 59: Loss = 3.3846, Accuracy = 39.5%
Batch 69: Loss = 2.9427, Accuracy = 45.5%
Batch 79: Loss = 3.3627, Accuracy = 38.9%
Epoch 4 Test: Loss = 2.7827, Accuracy = 42.6%

-- Epoch 5 of 99 --

Batch 9: Loss = 2.9597, Accuracy = 37.1%
Batch 19: Loss = 2.7246, Accuracy = 48.5%
Batch 29: Loss = 3.9173, Accuracy = 35.1%
Batch 39: Loss = 3.2457, Accuracy = 36.4%
Batch 49: Loss = 3.3296, Accuracy = 30.6%
Batch 59: Loss = 3.7258, Accuracy = 31.6%
Batch 69: Loss = 2.8565, Accuracy = 33.3%
Batch 79: Loss = 2.0611, Accuracy = 40.7%
Epoch 5 Test: Loss = 2.7614, Accuracy = 41.9%
2556 strings generated
Maximum sample length: 23
Maximum input length: 25
Starting CFGTask Experiment
Model Type: VanillaController
Network Type: LinearSimpleStructNetwork
Struct Type: Stack
Learning Rate: 0.01
Batch Size: 10
Read Size: 2

-- Epoch 0 of 99 --

Batch 9: Loss = 6.1492, Accuracy = 40.0%
Batch 19: Loss = 5.9049, Accuracy = 22.6%
Batch 29: Loss = 5.3954, Accuracy = 20.6%
Batch 39: Loss = 5.8203, Accuracy = 55.3%
Batch 49: Loss = 4.8837, Accuracy = 42.4%
Batch 59: Loss = 4.9718, Accuracy = 27.3%
Batch 69: Loss = 3.8390, Accuracy = 44.8%
Batch 79: Loss = 4.3146, Accuracy = 38.9%
Epoch 0 Test: Loss = 4.1530, Accuracy = 40.4%

-- Epoch 1 of 99 --

Batch 9: Loss = 4.3322, Accuracy = 36.1%
Batch 19: Loss = 3.5363, Accuracy = 35.7%
Batch 29: Loss = 3.4542, Accuracy = 43.8%
Batch 39: Loss = 4.1319, Accuracy = 38.2%
Batch 49: Loss = 3.5286, Accuracy = 41.7%
Batch 59: Loss = 2.6002, Accuracy = 50.0%
Batch 69: Loss = 2.8493, Accuracy = 26.7%
Batch 79: Loss = 4.1206, Accuracy = 31.4%
Epoch 1 Test: Loss = 3.3393, Accuracy = 41.0%

-- Epoch 2 of 99 --

Batch 9: Loss = 3.6180, Accuracy = 50.0%
Batch 19: Loss = 3.1342, Accuracy = 34.4%
Batch 29: Loss = 4.0417, Accuracy = 41.7%
Batch 39: Loss = 3.3577, Accuracy = 42.9%
Batch 49: Loss = 3.2373, Accuracy = 51.4%
Batch 59: Loss = 3.2340, Accuracy = 34.4%
Batch 69: Loss = 2.7354, Accuracy = 16.7%
Batch 79: Loss = 2.7165, Accuracy = 37.9%
Epoch 2 Test: Loss = 3.0498, Accuracy = 40.4%

-- Epoch 3 of 99 --

Batch 9: Loss = 3.1868, Accuracy = 56.8%
Batch 19: Loss = 3.0793, Accuracy = 36.4%
Batch 29: Loss = 3.0959, Accuracy = 29.4%
Batch 39: Loss = 3.8007, Accuracy = 33.3%
Batch 49: Loss = 3.5006, Accuracy = 38.9%
Batch 59: Loss = 2.1125, Accuracy = 33.3%
Batch 69: Loss = 2.6628, Accuracy = 50.0%
Batch 79: Loss = 2.7959, Accuracy = 43.8%
Epoch 3 Test: Loss = 2.9264, Accuracy = 40.4%

-- Epoch 4 of 99 --

Batch 9: Loss = 2.8086, Accuracy = 36.7%
Batch 19: Loss = 2.8320, Accuracy = 35.5%
Batch 29: Loss = 3.0159, Accuracy = 45.2%
Batch 39: Loss = 2.8132, Accuracy = 39.4%
Batch 49: Loss = 2.7560, Accuracy = 45.5%
Batch 59: Loss = 3.1144, Accuracy = 45.7%
Batch 69: Loss = 2.9592, Accuracy = 48.6%
Batch 79: Loss = 2.7705, Accuracy = 43.8%
Epoch 4 Test: Loss = 2.8573, Accuracy = 39.5%

-- Epoch 5 of 99 --

Batch 9: Loss = 3.8002, Accuracy = 33.3%
Batch 19: Loss = 2.6204, Accuracy = 44.1%
Batch 29: Loss = 2.9217, Accuracy = 56.8%
Batch 39: Loss = 3.4198, Accuracy = 35.3%
Batch 49: Loss = 2.2378, Accuracy = 34.6%
Batch 59: Loss = 2.5275, Accuracy = 32.4%
Batch 69: Loss = 3.0617, Accuracy = 38.9%
Batch 79: Loss = 2.7449, Accuracy = 47.1%
Epoch 5 Test: Loss = 2.8154, Accuracy = 41.0%

-- Epoch 6 of 99 --

Batch 9: Loss = 2.8084, Accuracy = 45.5%
Batch 19: Loss = 3.4380, Accuracy = 48.6%
Batch 29: Loss = 2.7865, Accuracy = 35.5%
Batch 39: Loss = 3.3522, Accuracy = 26.5%
Batch 49: Loss = 2.7097, Accuracy = 45.7%
Batch 59: Loss = 2.9298, Accuracy = 50.0%
Batch 69: Loss = 3.2754, Accuracy = 30.6%
Batch 79: Loss = 2.4677, Accuracy = 53.3%
Epoch 6 Test: Loss = 2.7931, Accuracy = 40.1%
2556 strings generated
Maximum sample length: 23
Maximum input length: 25
Starting CFGTask Experiment
Model Type: VanillaController
Network Type: LinearSimpleStructNetwork
Struct Type: Stack
Learning Rate: 0.01
Batch Size: 10
Read Size: 2

-- Epoch 0 of 99 --

Batch 9: Loss = 7.3512, Accuracy = 5.9%
Batch 19: Loss = 7.1773, Accuracy = 39.5%
Batch 29: Loss = 5.4094, Accuracy = 67.6%
Batch 39: Loss = 4.9102, Accuracy = 28.1%
Batch 49: Loss = 5.3315, Accuracy = 50.0%
Batch 59: Loss = 4.8829, Accuracy = 45.7%
Batch 69: Loss = 4.7409, Accuracy = 68.6%
Batch 79: Loss = 4.3688, Accuracy = 58.3%
Epoch 0 Test: Loss = 4.4517, Accuracy = 47.7%

-- Epoch 1 of 99 --

Batch 9: Loss = 3.8887, Accuracy = 32.3%
Batch 19: Loss = 3.7004, Accuracy = 29.0%
Batch 29: Loss = 4.0616, Accuracy = 38.9%
Batch 39: Loss = 4.1519, Accuracy = 30.8%
Batch 49: Loss = 3.9044, Accuracy = 44.7%
Batch 59: Loss = 4.1617, Accuracy = 22.9%
Batch 69: Loss = 4.2528, Accuracy = 32.4%
Batch 79: Loss = 4.0536, Accuracy = 37.8%
Epoch 1 Test: Loss = 3.5819, Accuracy = 36.6%

-- Epoch 2 of 99 --

Batch 9: Loss = 3.6467, Accuracy = 30.3%
Batch 19: Loss = 3.0627, Accuracy = 19.4%
Batch 29: Loss = 3.0173, Accuracy = 34.4%
Batch 39: Loss = 2.5482, Accuracy = 44.4%
Batch 49: Loss = 3.3383, Accuracy = 34.4%
Batch 59: Loss = 2.6353, Accuracy = 35.7%
Batch 69: Loss = 4.3590, Accuracy = 36.6%
Batch 79: Loss = 2.6613, Accuracy = 45.2%
Epoch 2 Test: Loss = 3.2979, Accuracy = 36.6%

-- Epoch 3 of 99 --

Batch 9: Loss = 3.3946, Accuracy = 19.4%
Batch 19: Loss = 3.0041, Accuracy = 45.5%
Batch 29: Loss = 3.8359, Accuracy = 39.5%
Batch 39: Loss = 3.9520, Accuracy = 46.3%
Batch 49: Loss = 2.9765, Accuracy = 33.3%
Batch 59: Loss = 3.2272, Accuracy = 43.2%
Batch 69: Loss = 3.3964, Accuracy = 41.7%
Batch 79: Loss = 3.2545, Accuracy = 31.2%
Epoch 3 Test: Loss = 3.1519, Accuracy = 36.6%

-- Epoch 4 of 99 --

Batch 9: Loss = 3.2931, Accuracy = 43.2%
Batch 19: Loss = 3.1411, Accuracy = 32.3%
Batch 29: Loss = 2.7616, Accuracy = 48.5%
Batch 39: Loss = 2.8324, Accuracy = 40.6%
Batch 49: Loss = 3.4963, Accuracy = 37.5%
Batch 59: Loss = 2.9285, Accuracy = 43.8%
Batch 69: Loss = 3.3313, Accuracy = 47.2%
Batch 79: Loss = 2.2998, Accuracy = 48.3%
Epoch 4 Test: Loss = 3.0845, Accuracy = 35.5%

-- Epoch 5 of 99 --

Batch 9: Loss = 3.3182, Accuracy = 29.7%
Batch 19: Loss = 3.6878, Accuracy = 41.5%
Batch 29: Loss = 3.5633, Accuracy = 43.2%
Batch 39: Loss = 3.0154, Accuracy = 45.5%
Batch 49: Loss = 3.0911, Accuracy = 37.8%
Batch 59: Loss = 2.6627, Accuracy = 36.4%
Batch 69: Loss = 2.5265, Accuracy = 26.7%
Batch 79: Loss = 2.5507, Accuracy = 38.7%
Epoch 5 Test: Loss = 3.0451, Accuracy = 35.8%
2556 strings generated
Maximum sample length: 23
Maximum input length: 25
Starting CFGTask Experiment
Model Type: VanillaController
Network Type: LinearSimpleStructNetwork
Struct Type: Stack
Learning Rate: 0.01
Batch Size: 10
Read Size: 2

-- Epoch 0 of 99 --

Batch 9: Loss = 7.1969, Accuracy = 20.0%
Batch 19: Loss = 4.7075, Accuracy = 35.7%
Batch 29: Loss = 5.3307, Accuracy = 48.5%
Batch 39: Loss = 5.2884, Accuracy = 42.9%
Batch 49: Loss = 4.8225, Accuracy = 50.0%
Batch 59: Loss = 4.0350, Accuracy = 45.2%
Batch 69: Loss = 4.1022, Accuracy = 53.1%
Batch 79: Loss = 3.4310, Accuracy = 34.5%
Epoch 0 Test: Loss = 4.3381, Accuracy = 38.3%

-- Epoch 1 of 99 --

Batch 9: Loss = 4.1098, Accuracy = 40.0%
Batch 19: Loss = 3.8716, Accuracy = 51.5%
Batch 29: Loss = 3.9524, Accuracy = 44.7%
Batch 39: Loss = 3.1227, Accuracy = 41.9%
Batch 49: Loss = 3.7183, Accuracy = 45.7%
Batch 59: Loss = 4.7930, Accuracy = 18.9%
Batch 69: Loss = 3.7159, Accuracy = 50.0%
Batch 79: Loss = 4.2928, Accuracy = 30.8%
Epoch 1 Test: Loss = 3.5037, Accuracy = 38.3%

-- Epoch 2 of 99 --

Batch 9: Loss = 3.9929, Accuracy = 44.7%
Batch 19: Loss = 3.6025, Accuracy = 24.2%
Batch 29: Loss = 3.8436, Accuracy = 28.1%
Batch 39: Loss = 2.3701, Accuracy = 50.0%
Batch 49: Loss = 3.1038, Accuracy = 47.1%
Batch 59: Loss = 3.6937, Accuracy = 31.6%
Batch 69: Loss = 3.0466, Accuracy = 41.9%
Batch 79: Loss = 2.5206, Accuracy = 48.1%
Epoch 2 Test: Loss = 3.2169, Accuracy = 38.3%

-- Epoch 3 of 99 --

Batch 9: Loss = 3.6009, Accuracy = 34.3%
Batch 19: Loss = 3.2179, Accuracy = 39.4%
Batch 29: Loss = 3.5010, Accuracy = 27.8%
Batch 39: Loss = 2.9235, Accuracy = 36.4%
Batch 49: Loss = 3.3244, Accuracy = 34.3%
Batch 59: Loss = 2.9392, Accuracy = 40.6%
Batch 69: Loss = 3.0822, Accuracy = 44.1%
Batch 79: Loss = 2.8334, Accuracy = 32.3%
Epoch 3 Test: Loss = 3.0942, Accuracy = 38.3%

-- Epoch 4 of 99 --

Batch 9: Loss = 3.3127, Accuracy = 57.1%
Batch 19: Loss = 3.2071, Accuracy = 26.5%
Batch 29: Loss = 2.6922, Accuracy = 35.7%
Batch 39: Loss = 2.7435, Accuracy = 40.0%
Batch 49: Loss = 2.4063, Accuracy = 48.4%
Batch 59: Loss = 3.0545, Accuracy = 40.0%
Batch 69: Loss = 4.1071, Accuracy = 23.7%
Batch 79: Loss = 2.6741, Accuracy = 39.4%
Epoch 4 Test: Loss = 3.0462, Accuracy = 38.3%

-- Epoch 5 of 99 --

Batch 9: Loss = 2.9494, Accuracy = 25.8%
Batch 19: Loss = 2.5704, Accuracy = 50.0%
Batch 29: Loss = 3.2973, Accuracy = 38.2%
Batch 39: Loss = 2.8481, Accuracy = 41.2%
Batch 49: Loss = 2.2032, Accuracy = 40.0%
Batch 59: Loss = 3.4493, Accuracy = 34.3%
Batch 69: Loss = 2.9021, Accuracy = 34.5%
Batch 79: Loss = 3.1133, Accuracy = 37.1%
Epoch 5 Test: Loss = 3.0078, Accuracy = 40.4%

-- Epoch 6 of 99 --

Batch 9: Loss = 3.7156, Accuracy = 47.5%
Batch 19: Loss = 2.5730, Accuracy = 35.7%
Batch 29: Loss = 2.4479, Accuracy = 48.3%
Batch 39: Loss = 2.7052, Accuracy = 33.3%
Batch 49: Loss = 2.9822, Accuracy = 32.3%
Batch 59: Loss = 3.4890, Accuracy = 37.8%
Batch 69: Loss = 4.3432, Accuracy = 30.0%
